Region,InstanceType,CPU,Memory,Cost
eu-south-1,i3en.6xlarge,24,192 GiB,12.3520000000
us-gov-east-1,c6i.16xlarge,64,128 GiB,27.2640000000
eu-north-1,i3.2xlarge,8,61 GiB,1.6120000000
ap-southeast-1,i2.8xlarge,32,244 GiB,20.1440000000
eu-west-1,r6idn.xlarge,4,32 GiB,0.9587600000
sa-east-1,i4i.32xlarge,128,1024 GiB,19.6928000000
us-east-1,m6gd.16xlarge,64,256 GiB,3.0664000000
eu-west-3,c5a.xlarge,4,8 GiB,0.2500000000
ap-southeast-1,m5ad.24xlarge,96,384 GiB,42.5730000000
us-west-2,c6g.2xlarge,8,16 GiB,0.2883000000
sa-east-1,r5a.2xlarge,8,64 GiB,0.9030000000
us-gov-east-1,r5n.24xlarge,96,768 GiB,8.5920000000
us-east-2,c5d.large,2,4 GiB,0.0960000000
ap-northeast-1,c6a.2xlarge,8,16 GiB,0.5589200000
ap-southeast-2,r4.8xlarge,32,244 GiB,2.8090000000
eu-west-2,c6i.8xlarge,32,64 GiB,5.6176000000
us-east-2,r6id.large,2,16 GiB,0.2339200000
ap-northeast-1,r6i.32xlarge,128,1024 GiB,57.7280000000
eu-central-2,r5d.12xlarge,48,384 GiB,22.8410000000
us-gov-west-1,r5d.8xlarge,32,256 GiB,3.4770000000
ap-southeast-2,r5a.large,2,16 GiB,0.2040000000
ap-northeast-1,c5a.16xlarge,64,128 GiB,27.0720000000
ca-central-1,m5d.xlarge,4,16 GiB,0.7470000000
us-west-1,c3.2xlarge,8,15 GiB,0.4780000000
ap-southeast-2,m6g.16xlarge,64,256 GiB,3.0720000000
sa-east-1,m4.large,2,8 GiB,0.1749000000
ap-southeast-1,r6g.medium,1,8 GiB,0.0608000000
eu-west-1,r6a.xlarge,4,32 GiB,1.7791800000
us-west-2,x2iedn.16xlarge,64,2048 GiB,21.0180000000
us-west-2,m5zn.xlarge,4,16 GiB,0.3979000000
eu-north-1,r5dn.metal,96,768 GiB,44.4960000000
us-gov-west-1,x2iedn.8xlarge,32,1024 GiB,8.5438000000
us-east-2,m7g.xlarge,4,16 GiB,0.1632000000
us-gov-east-1,c6i.2xlarge,8,16 GiB,3.4488000000
ap-northeast-1,r5dn.16xlarge,64,512 GiB,14.1760000000
us-west-2,r5d.16xlarge,64,512 GiB,12.2880000000
ap-northeast-3,c6i.32xlarge,128,256 GiB,22.2080000000
us-east-2,c5ad.2xlarge,8,16 GiB,1.3380000000
ap-northeast-2,r5a.4xlarge,16,128 GiB,1.1530000000
ap-southeast-1,m6idn.24xlarge,96,384 GiB,11.9389900000
ap-south-1,r6id.4xlarge,16,128 GiB,1.2688000000
us-gov-west-1,m6idn.xlarge,4,16 GiB,0.9201500000
eu-west-1,r4.2xlarge,8,61 GiB,1.5520000000
eu-central-1,i4i.16xlarge,64,512 GiB,7.2020000000
eu-west-3,r6gd.2xlarge,8,64 GiB,0.5732000000
us-east-2,r6i.16xlarge,64,512 GiB,28.4352000000
ap-northeast-3,m6i.32xlarge,128,512 GiB,10.0992000000
eu-west-2,p3.8xlarge,32,244 GiB,15.2890000000
ap-southeast-2,c4.large,2,3.75 GiB,0.1300000000
eu-central-1,c6gd.12xlarge,48,96 GiB,2.2632000000
af-south-1,r5.12xlarge,48,384 GiB,4.2740000000
me-central-1,i3en.large,2,16 GiB,0.2930000000
us-west-1,i3.metal,72,512 GiB,29.5040000000
ap-east-1,r5n.8xlarge,32,256 GiB,7.2660000000
eu-central-1,m5n.4xlarge,16,64 GiB,3.1240000000
ap-northeast-2,m5zn.6xlarge,24,96 GiB,11.4360000000
me-south-1,c5.12xlarge,48,96 GiB,20.5340000000
ap-northeast-1,c6a.4xlarge,16,32 GiB,0.8474400000
us-east-2,m5a.8xlarge,32,128 GiB,5.2990000000
us-east-1,c6a.8xlarge,32,64 GiB,5.1864000000
us-east-2,x2iedn.16xlarge,64,2048 GiB,15.7534000000
us-gov-east-1,i4i.8xlarge,32,256 GiB,3.8500000000
ap-northeast-1,r6i.24xlarge,96,768 GiB,9.6480000000
us-east-2,m6i.8xlarge,32,128 GiB,13.6896000000
eu-west-2,m5.4xlarge,16,64 GiB,0.9470000000
eu-west-2,i3en.xlarge,4,32 GiB,1.0060000000
ap-southeast-1,m5zn.6xlarge,24,96 GiB,2.7258000000
eu-west-1,m6g.16xlarge,64,256 GiB,2.7520000000
eu-central-1,r5d.xlarge,4,32 GiB,0.4140000000
eu-central-1,m5zn.12xlarge,48,192 GiB,22.7486000000
us-east-1-wl1,t3.xlarge,4,16 GiB,0.2240000000
ap-northeast-3,c5d.2xlarge,8,16 GiB,1.4770000000
af-south-1,x1.16xlarge,64,976 GiB,9.5240000000
us-east-2,m6idn.12xlarge,48,192 GiB,22.2007700000
us-east-1,r6a.24xlarge,96,768 GiB,41.9875200000
eu-north-1,g5.xlarge,4,16 GiB,1.1737000000
af-south-1,m5d.16xlarge,64,256 GiB,5.8820000000
eu-west-1,c6in.metal,128,256 GiB,23.5584000000
eu-north-1,c5n.9xlarge,36,96 GiB,2.0880000000
eu-west-2,inf1.6xlarge,24,48 GiB,4.2620000000
us-west-1,x2idn.metal,128,2048 GiB,32.7000000000
eu-west-1,i4i.32xlarge,128,1024 GiB,27.4688000000
us-east-1,c5ad.8xlarge,32,64 GiB,5.3540000000
us-west-1,m5.2xlarge,8,32 GiB,0.6150000000
ca-central-1,r4.16xlarge,64,488 GiB,12.3520000000
ap-southeast-1,c6gd.4xlarge,16,32 GiB,0.7632000000
eu-west-3,m6g.4xlarge,16,64 GiB,0.7200000000
ap-northeast-1,i4i.large,2,16 GiB,0.2890000000
ap-northeast-2,g5g.metal,64,128 GiB,3.3752000000
ap-southeast-2,m4.4xlarge,16,64 GiB,1.0000000000
sa-east-1,g4dn.4xlarge,16,64 GiB,2.0460000000
us-west-2,r6in.32xlarge,128,1024 GiB,59.1571200000
ap-northeast-1,x1e.8xlarge,32,976 GiB,14.4790000000
ap-south-2,c5.12xlarge,48,96 GiB,2.1620000000
eu-south-1,r5b.4xlarge,16,128 GiB,1.6704000000
ap-northeast-1,r6id.12xlarge,48,384 GiB,5.6344800000
eu-central-1,d3.4xlarge,16,128 GiB,8.6320000000
us-gov-west-1,t3a.2xlarge,8,32 GiB,3.3514000000
ap-south-2,m5d.8xlarge,32,128 GiB,14.0690000000
us-east-2,m7g.16xlarge,64,256 GiB,2.6112000000
us-gov-west-1,r3.large,2,15.25 GiB,0.2680000000
ap-northeast-2,z1d.6xlarge,24,192 GiB,2.7000000000
ap-northeast-1,r5b.metal,96,768 GiB,9.5568000000
eu-north-1,c5d.12xlarge,48,96 GiB,2.4960000000
us-east-2,m6gd.8xlarge,32,128 GiB,1.4464000000
ap-northeast-1,r6idn.8xlarge,32,256 GiB,16.1801800000
us-east-2,r6i.2xlarge,8,64 GiB,0.5544000000
us-east-1,x1.32xlarge,128,1952 GiB,28.6980000000
ap-south-1,c6g.2xlarge,8,16 GiB,0.1704000000
eu-west-1,im4gn.16xlarge,64,256 GiB,6.4176600000
eu-west-1,m6a.48xlarge,192,768 GiB,81.2448000000
us-gov-west-1,r6id.large,2,16 GiB,0.6617000000
ap-south-1,r6a.metal,192,1536 GiB,78.8640000000
us-east-1,x2idn.32xlarge,128,2048 GiB,15.5012000000
me-central-1,r6i.8xlarge,32,256 GiB,3.2705600000
eu-west-1,t3a.small,2,2 GiB,0.0880000000
ap-northeast-2,m5ad.large,2,8 GiB,0.1350000000
eu-central-1,m5d.4xlarge,16,64 GiB,3.0820000000
us-gov-west-1,m6idn.metal,128,512 GiB,12.8044800000
us-west-1,c5a.xlarge,4,8 GiB,0.2090000000
ap-southeast-1,r5d.2xlarge,8,64 GiB,0.8730000000
ap-southeast-1,c6a.16xlarge,64,128 GiB,10.7846400000
eu-north-1,c6g.2xlarge,8,16 GiB,0.2920000000
ap-northeast-1,m6id.16xlarge,64,256 GiB,4.9056000000
ap-south-2,c5d.18xlarge,72,144 GiB,4.7810000000
eu-west-2,m6a.metal,192,768 GiB,32.6304000000
ap-southeast-2,r5.metal,96,768 GiB,7.2480000000
me-central-1,i3en.24xlarge,96,768 GiB,49.2000000000
sa-east-1,r6i.8xlarge,32,256 GiB,7.0560000000
eu-north-1,r5n.16xlarge,64,512 GiB,13.0720000000
me-central-1,m5d.12xlarge,48,192 GiB,21.5260000000
us-east-2,x2iedn.32xlarge,128,4096 GiB,42.0360000000
ap-east-1,r5d.xlarge,4,32 GiB,0.3500000000
eu-west-3,i3.8xlarge,32,244 GiB,14.8960000000
eu-north-1,c6i.4xlarge,16,32 GiB,2.6480000000
eu-north-1,m5d.large,2,8 GiB,0.1200000000
ap-southeast-4,i4i.16xlarge,64,512 GiB,7.6640000000
eu-north-1,r5.xlarge,4,32 GiB,0.3520000000
me-south-1,c5.metal,96,192 GiB,6.6910000000
us-west-2,z1d.metal,48,384 GiB,10.2240000000
eu-west-3,r6g.medium,1,8 GiB,0.0590000000
eu-north-1,c6gd.8xlarge,32,64 GiB,1.3312000000
us-west-2,c6i.24xlarge,96,192 GiB,4.4880000000
sa-east-1,r5n.8xlarge,32,256 GiB,7.8430000000
us-gov-west-1,m6g.2xlarge,8,32 GiB,0.4104000000
us-west-2,m6in.16xlarge,64,256 GiB,28.4553600000
ap-southeast-2,r5ad.12xlarge,48,384 GiB,4.8570000000
us-west-2,c5a.4xlarge,16,32 GiB,6.6780000000
us-gov-east-1,r6i.metal,128,1024 GiB,9.6640000000
ap-south-1,t3a.2xlarge,8,32 GiB,3.1971000000
ap-southeast-3,m5d.24xlarge,96,384 GiB,42.7680000000
me-central-1,m5d.4xlarge,16,64 GiB,7.1090000000
ap-northeast-2,r6id.12xlarge,48,384 GiB,4.3608000000
sa-east-1,m6a.4xlarge,16,64 GiB,1.3720000000
ap-south-1,r6i.24xlarge,96,768 GiB,42.8640000000
us-gov-east-1,r5dn.4xlarge,16,128 GiB,1.9748800000
ap-southeast-1,c5d.18xlarge,72,144 GiB,5.2490000000
ca-central-1,x2idn.24xlarge,96,1536 GiB,48.1044000000
ap-southeast-2,m5a.12xlarge,48,192 GiB,8.5230000000
ap-south-2,t3.small,2,2 GiB,0.0224000000
ap-northeast-3,r4.xlarge,4,30.5 GiB,0.8320000000
me-south-1,m6i.4xlarge,16,64 GiB,7.0560000000
ap-northeast-2,r5d.4xlarge,16,128 GiB,1.4670000000
ap-northeast-3,r6i.metal,128,1024 GiB,11.8912000000
us-east-2,r6i.large,2,16 GiB,0.2062000000
eu-north-1,r6i.4xlarge,16,128 GiB,7.0720000000
us-west-1,i2.4xlarge,16,122 GiB,4.3980000000
ap-south-1,r5ad.large,2,16 GiB,0.1510000000
eu-central-1,t3.xlarge,4,16 GiB,0.2728000000
us-east-1,x2iedn.2xlarge,8,256 GiB,2.7939800000
us-east-2,m5ad.16xlarge,64,256 GiB,10.9760000000
eu-west-1,m5.large,2,8 GiB,0.1140000000
sa-east-1,x2idn.metal,128,2048 GiB,74.0100000000
eu-central-2,r5d.4xlarge,16,128 GiB,1.7930000000
ap-northeast-1,i3.16xlarge,64,488 GiB,29.8560000000
us-gov-west-1,r6in.metal,128,1024 GiB,13.4035200000
us-gov-west-1,r5a.16xlarge,64,512 GiB,12.0320000000
eu-west-2,r5d.16xlarge,64,512 GiB,13.4160000000
us-east-1,r5.12xlarge,48,384 GiB,21.2050000000
us-east-1,r4.2xlarge,8,61 GiB,0.7204000000
ap-southeast-1,r6idn.metal,128,1024 GiB,62.9760000000
eu-west-3,r5.12xlarge,48,384 GiB,9.5250000000
ca-central-1,c6in.12xlarge,48,96 GiB,3.7848000000
sa-east-1,c5d.24xlarge,96,192 GiB,43.1520000000
us-gov-west-1,r5d.2xlarge,8,64 GiB,0.6920000000
eu-central-1,g5.24xlarge,96,384 GiB,10.1840500000
ap-south-1,c5d.2xlarge,8,16 GiB,0.5570000000
us-west-1,c5a.8xlarge,32,64 GiB,5.3600000000
us-east-1,r5dn.4xlarge,16,128 GiB,1.4160000000
us-west-2,m6a.4xlarge,16,64 GiB,2.6112000000
eu-west-2,c6in.12xlarge,48,96 GiB,21.5481600000
eu-west-3,inf1.24xlarge,96,192 GiB,7.4700000000
sa-east-1,i3.large,2,15.25 GiB,0.3420000000
ap-southeast-2,x1.32xlarge,128,1952 GiB,34.7020000000
ca-central-1,c5d.18xlarge,72,144 GiB,3.8160000000
eu-north-1,r6i.8xlarge,32,256 GiB,2.1440000000
ap-southeast-2,m6gd.medium,1,4 GiB,0.0604000000
eu-central-1,r5d.12xlarge,48,384 GiB,4.1520000000
us-west-2,r5.24xlarge,96,768 GiB,7.6700000000
us-east-2,r6a.xlarge,4,32 GiB,0.2944000000
me-south-1,c5a.large,2,4 GiB,0.1630000000
ap-east-1,i3en.metal,96,768 GiB,14.3190000000
ap-northeast-1,inf1.24xlarge,96,192 GiB,6.7590000000
me-south-1,inf1.2xlarge,8,16 GiB,1.4320000000
sa-east-1,c5n.4xlarge,16,42 GiB,1.3280000000
ap-southeast-4,r5d.24xlarge,96,768 GiB,44.3520000000
ap-northeast-1,r5n.8xlarge,32,256 GiB,3.4370000000
ap-southeast-2,c6a.48xlarge,192,384 GiB,81.5904000000
eu-central-1,r5b.4xlarge,16,128 GiB,7.5664000000
us-west-1,c3.8xlarge,32,60 GiB,15.4200000000
us-west-2,r6a.24xlarge,96,768 GiB,5.9875200000
ap-south-2,c6i.xlarge,4,8 GiB,0.1700000000
ap-northeast-3,c6g.2xlarge,8,16 GiB,0.3644000000
ap-northeast-2,r5n.2xlarge,8,64 GiB,1.6720000000
eu-central-1,m6id.32xlarge,128,512 GiB,57.1392000000
us-east-1,c5d.24xlarge,96,192 GiB,40.8850000000
eu-west-2,r6i.24xlarge,96,768 GiB,8.7264000000
us-gov-east-1,i3.16xlarge,64,488 GiB,13.6960000000
us-gov-east-1,x2iedn.metal,128,4096 GiB,80.0120000000
us-east-1,c6g.4xlarge,16,32 GiB,0.5766000000
us-east-1,m5d.metal,96,384 GiB,5.4240000000
us-east-2,m5dn.2xlarge,8,32 GiB,1.5040000000
ap-southeast-1,i3en.12xlarge,48,384 GiB,7.3150000000
ap-southeast-1,r5n.8xlarge,32,256 GiB,3.3890000000
ap-northeast-1-wl1-nrt1,r5.2xlarge,8,64 GiB,0.8210000000
ap-south-1,i3en.2xlarge,8,64 GiB,1.0950000000
ap-northeast-3,c6gd.8xlarge,32,64 GiB,1.5680000000
us-east-1,r5.8xlarge,32,256 GiB,2.6780000000
us-gov-west-1,r5dn.2xlarge,8,64 GiB,0.9390000000
sa-east-1,m5a.24xlarge,96,384 GiB,6.6240000000
eu-west-1,t4g.large,2,8 GiB,0.0736000000
us-east-1,c5ad.24xlarge,96,192 GiB,15.6480000000
us-west-1,i4i.large,2,16 GiB,0.1890000000
eu-west-2,m5a.2xlarge,8,32 GiB,0.4270000000
ap-southeast-1,r5n.8xlarge,32,256 GiB,15.0210000000
ap-east-1,c6i.24xlarge,96,192 GiB,41.1840000000
us-east-2,r6a.24xlarge,96,768 GiB,5.4432000000
eu-south-1,m5.8xlarge,32,128 GiB,5.7400000000
ap-southeast-2,m6id.2xlarge,8,32 GiB,0.7912400000
sa-east-1,m6i.12xlarge,48,192 GiB,3.6720000000
eu-west-2,c5.xlarge,4,8 GiB,0.2700000000
eu-west-3,d2.8xlarge,36,244 GiB,6.1760000000
ap-southeast-1,m5dn.2xlarge,8,32 GiB,3.6680000000
ap-southeast-1,r5ad.2xlarge,8,64 GiB,0.7710000000
eu-central-1,g4dn.metal,96,384 GiB,9.7800000000
ap-south-2,c6i.12xlarge,48,96 GiB,2.2440000000
ap-northeast-1,u-3tb1.56xlarge,224,3072 GiB,63.1066300000
us-west-1,m6a.12xlarge,48,192 GiB,2.6611200000
eu-west-3,m5a.4xlarge,16,64 GiB,6.8620000000
ap-southeast-4,r6g.2xlarge,8,64 GiB,0.4832000000
ap-southeast-4,m6g.16xlarge,64,256 GiB,3.0720000000
us-east-2,m6id.16xlarge,64,256 GiB,5.2580800000
af-south-1,c5d.2xlarge,8,16 GiB,0.5510000000
eu-south-1,c5d.metal,96,192 GiB,41.4720000000
ap-southeast-2,c6id.xlarge,4,8 GiB,0.7710600000
eu-west-3,g4dn.2xlarge,8,32 GiB,0.8790000000
us-gov-east-1,c5n.2xlarge,8,21 GiB,0.6860000000
sa-east-1,r5d.xlarge,4,32 GiB,1.9840000000
us-west-2,c6id.32xlarge,128,256 GiB,21.8112000000
sa-east-1,m6a.32xlarge,128,512 GiB,24.1728000000
us-east-1,g2.2xlarge,8,15 GiB,0.8500000000
us-gov-west-1,c6id.metal,128,256 GiB,9.9584000000
us-east-2,x2gd.large,2,32 GiB,0.1837000000
us-west-2,r6idn.8xlarge,32,256 GiB,15.4388600000
ap-southeast-1,r5d.xlarge,4,32 GiB,0.4370000000
ca-central-1,c5n.4xlarge,16,42 GiB,1.2140000000
eu-west-1,c7g.large,2,4 GiB,0.0775000000
eu-west-2,d3.4xlarge,16,128 GiB,8.8150000000
ap-south-1,i4i.xlarge,4,32 GiB,0.4280000000
ap-southeast-3,c5n.9xlarge,36,96 GiB,15.8660000000
me-south-1,m5.24xlarge,96,384 GiB,17.1700000000
ap-southeast-1,r5b.16xlarge,64,512 GiB,13.3760000000
ap-southeast-3,r6gd.4xlarge,16,128 GiB,1.1120000000
eu-south-1,r5dn.16xlarge,64,512 GiB,13.9520000000
us-gov-west-1,c5a.4xlarge,16,32 GiB,2.6560000000
ap-northeast-1,m4.large,2,8 GiB,0.1290000000
us-east-1,a1.2xlarge,8,16 GiB,0.2162000000
eu-south-2,c6g.large,2,4 GiB,0.0730000000
us-west-2,h1.16xlarge,64,256 GiB,11.4240000000
ap-northeast-3,c4.4xlarge,16,30 GiB,7.0080000000
us-west-2,g4dn.4xlarge,16,64 GiB,1.2760000000
eu-south-1,i4i.xlarge,4,32 GiB,0.5060000000
sa-east-1,m5a.8xlarge,32,128 GiB,2.7490000000
ap-northeast-2,c5a.8xlarge,32,64 GiB,5.3540000000
ca-central-1,m4.10xlarge,40,160 GiB,17.2200000000
ap-south-1,m5a.16xlarge,64,256 GiB,1.7780000000
eu-north-1,x2idn.24xlarge,96,1536 GiB,13.0306500000
ap-southeast-2,c5d.9xlarge,36,72 GiB,2.2680000000
ap-southeast-1,r5dn.4xlarge,16,128 GiB,1.8700000000
eu-central-2,c6in.2xlarge,8,16 GiB,1.5861200000
ap-south-2,c5d.large,2,4 GiB,0.1670000000
us-gov-east-1,i3en.12xlarge,48,384 GiB,6.5520000000
ap-southeast-1,c4.4xlarge,16,30 GiB,2.9320000000
us-west-1,r5ad.large,2,16 GiB,0.6370000000
sa-east-1,m5zn.metal,48,192 GiB,6.9495000000
eu-north-1,r5.xlarge,4,32 GiB,0.2840000000
ap-northeast-3,r5.4xlarge,16,128 GiB,1.5590000000
ap-south-1,m6i.metal,128,512 GiB,6.4640000000
eu-west-2,inf1.2xlarge,8,16 GiB,0.4240000000
ap-east-1,c5.18xlarge,72,144 GiB,3.8880000000
us-east-1,m6a.12xlarge,48,192 GiB,20.2809600000
ap-northeast-2,m6g.2xlarge,8,32 GiB,0.3988000000
us-east-1,c6in.metal,128,256 GiB,22.6176000000
