Region,InstanceType,CPU,Memory,Cost
ap-northeast-1,c6id.4xlarge,16,32 GiB,3.0472800000
af-south-1,c5.24xlarge,96,192 GiB,41.4720000000
me-south-1,m5d.16xlarge,64,256 GiB,28.4350000000
us-west-1,c3.4xlarge,16,30 GiB,2.9760000000
us-east-2,r6i.24xlarge,96,768 GiB,18.1728000000
ap-northeast-1,r6idn.2xlarge,8,64 GiB,1.0450400000
ap-southeast-2-per-1,r5.2xlarge,8,64 GiB,1.8240000000
us-east-1,c5d.2xlarge,8,16 GiB,3.4070000000
eu-west-1,r5a.8xlarge,32,256 GiB,5.9940000000
us-west-1,r5.2xlarge,8,64 GiB,1.5200000000
sa-east-1,r5n.24xlarge,96,768 GiB,12.9500000000
us-west-1,c5d.4xlarge,16,32 GiB,2.9430000000
me-south-1,i3en.6xlarge,24,192 GiB,3.9060000000
us-east-1,m3.xlarge,4,15 GiB,0.2660000000
us-east-2,r5.2xlarge,8,64 GiB,1.4640000000
eu-south-1,m5d.16xlarge,64,256 GiB,28.2240000000
eu-west-1,r5n.large,2,16 GiB,0.6470000000
eu-west-3,c5.metal,96,192 GiB,4.8480000000
us-gov-west-1,c4.8xlarge,36,60 GiB,2.5280000000
us-gov-west-1,m5n.8xlarge,32,128 GiB,6.3670000000
me-central-1,r5d.4xlarge,16,128 GiB,1.6780000000
ca-central-1,r5.4xlarge,16,128 GiB,1.1040000000
ap-southeast-1,x1e.2xlarge,8,244 GiB,2.5530000000
sa-east-1,c6i.xlarge,4,8 GiB,1.7882000000
us-west-1,g4dn.4xlarge,16,64 GiB,1.5420000000
us-gov-west-1,m5ad.xlarge,4,16 GiB,0.3470000000
ap-southeast-2,c6id.xlarge,4,8 GiB,0.2910600000
ap-southeast-1,x2iedn.24xlarge,96,3072 GiB,43.4326500000
ap-southeast-1,c6i.large,2,4 GiB,0.5878000000
us-west-2,c5.2xlarge,8,16 GiB,0.3400000000
ap-southeast-1,r5n.12xlarge,48,384 GiB,10.0320000000
ap-southeast-2,m5zn.metal,48,192 GiB,6.2628000000
us-east-1,r5b.large,2,16 GiB,0.6290000000
sa-east-1,m5a.xlarge,4,16 GiB,0.2760000000
us-east-2,x2iedn.metal,128,4096 GiB,42.0360000000
ap-south-1,m6i.metal,128,512 GiB,6.4640000000
eu-central-1,r5ad.16xlarge,64,512 GiB,29.3620000000
ap-south-2,r5d.16xlarge,64,512 GiB,4.8320000000
us-west-1,z1d.3xlarge,12,96 GiB,2.7830000000
eu-north-1,c5a.24xlarge,96,192 GiB,39.9360000000
us-gov-east-1,r5.metal,96,768 GiB,7.2480000000
eu-north-1,m5.8xlarge,32,128 GiB,5.5810000000
eu-south-1,c5ad.8xlarge,32,64 GiB,13.6480000000
eu-west-1,r6a.24xlarge,96,768 GiB,18.2203200000
us-east-2,m5d.4xlarge,16,64 GiB,2.8790000000
ca-central-1,r5d.xlarge,4,32 GiB,0.7960000000
ap-northeast-1-wl1-kix1,t3.xlarge,4,16 GiB,0.7738000000
us-east-1,m5a.12xlarge,48,192 GiB,3.0000000000
eu-central-1,r5.12xlarge,48,384 GiB,3.8670000000
eu-central-1,m6i.metal,128,512 GiB,7.3600000000
us-east-1,i4i.2xlarge,8,64 GiB,0.8900000000
ap-southeast-2,i4i.large,2,16 GiB,0.2060000000
us-gov-east-1,i3.large,2,15.25 GiB,0.2070000000
ap-northeast-2,m5d.24xlarge,96,384 GiB,8.2940000000
us-west-2-lax-1,r5d.xlarge,4,32 GiB,0.3660000000
us-west-2-lax-1,t3.xlarge,4,16 GiB,0.2796000000
ap-south-2,i3en.metal,96,768 GiB,13.9580000000
us-east-1,i3.xlarge,4,30.5 GiB,0.7920000000
us-west-1,m6i.metal,128,512 GiB,22.5280000000
af-south-1,r5dn.12xlarge,48,384 GiB,23.6222400000
us-west-2,c6i.2xlarge,8,16 GiB,1.3340000000
ap-northeast-2,r5b.large,2,16 GiB,0.1958000000
ap-southeast-1,i3en.6xlarge,24,192 GiB,6.1320000000
ap-southeast-2,r5a.12xlarge,48,384 GiB,4.0750000000
us-west-2,c3.large,2,3.75 GiB,0.5850000000
eu-west-1,m6idn.xlarge,4,16 GiB,0.4232800000
eu-west-1,x2iezn.2xlarge,8,256 GiB,2.2000000000
ap-northeast-1,i3.8xlarge,32,244 GiB,14.9280000000
ap-southeast-1,z1d.12xlarge,48,384 GiB,23.4240000000
ca-central-1,r5n.12xlarge,48,384 GiB,9.9070000000
ap-south-1,r5n.12xlarge,48,384 GiB,4.4830000000
me-central-1,m6g.16xlarge,64,256 GiB,3.2067000000
eu-central-1,z1d.2xlarge,8,64 GiB,3.9000000000
ap-northeast-2,c5a.24xlarge,96,192 GiB,40.5410000000
eu-west-2,z1d.xlarge,4,32 GiB,0.9460000000
us-east-1,c6in.4xlarge,16,32 GiB,2.9179200000
ap-northeast-2,m5d.8xlarge,32,128 GiB,6.1960000000
eu-central-1,c5ad.xlarge,4,8 GiB,0.6800000000
eu-west-3,r5a.4xlarge,16,128 GiB,7.0640000000
us-east-2,r6id.24xlarge,96,768 GiB,43.2576000000
eu-west-1,c4.4xlarge,16,30 GiB,2.8240000000
us-east-2,c6in.2xlarge,8,16 GiB,0.4989600000
ca-central-1,inf1.24xlarge,96,192 GiB,6.8830000000
eu-west-1,m6in.xlarge,4,16 GiB,0.3788200000
ap-south-1,c5a.16xlarge,64,128 GiB,9.3340000000
us-east-1-wl1-dtw1,r5.2xlarge,8,64 GiB,1.6400000000
eu-west-3,m5d.16xlarge,64,256 GiB,4.2240000000
ap-northeast-3,x1e.32xlarge,128,3904 GiB,86.6880000000
ap-south-1,inf1.2xlarge,8,16 GiB,0.4040000000
ap-east-1,i3.metal,72,512 GiB,30.5920000000
us-gov-west-1,r5a.xlarge,4,32 GiB,1.7880000000
ap-east-1,m6i.2xlarge,8,32 GiB,0.5808000000
eu-central-2,m5.2xlarge,8,32 GiB,3.5060000000
ap-southeast-1,m6gd.metal,64,256 GiB,3.8336000000
us-west-2,m6idn.2xlarge,8,32 GiB,1.6601300000
us-east-2,r5.4xlarge,16,128 GiB,2.9280000000
af-south-1,m5.4xlarge,16,64 GiB,1.2860000000
ap-northeast-1,t3.nano,2,0.5 GiB,0.0068000000
us-gov-west-1,c5a.xlarge,4,8 GiB,1.6840000000
me-south-1,c5n.xlarge,4,10.5 GiB,0.3520000000
ap-northeast-2,c5a.12xlarge,48,96 GiB,2.8750000000
af-south-1,c6in.4xlarge,16,32 GiB,1.3416500000
ap-east-1,x1.16xlarge,64,976 GiB,19.3820000000
us-east-1,c6a.12xlarge,48,96 GiB,2.6472000000
us-west-2,r6a.12xlarge,48,384 GiB,8.4816000000
eu-west-1,x1.32xlarge,128,1952 GiB,16.0060000000
ap-southeast-1,i3en.large,2,16 GiB,0.3390000000
ap-northeast-3,c6i.8xlarge,32,64 GiB,5.5520000000
eu-west-3,m5ad.16xlarge,64,256 GiB,5.1860000000
eu-west-3,c5.large,2,4 GiB,0.1010000000
ap-southeast-1,c5n.18xlarge,72,192 GiB,31.4640000000
us-east-1,c3.xlarge,4,7.5 GiB,0.6900000000
ap-east-1,c5d.2xlarge,8,16 GiB,3.4920000000
ap-east-1,c5a.xlarge,4,8 GiB,1.7130000000
ap-southeast-2,c6i.8xlarge,32,64 GiB,13.7760000000
eu-west-1,c6a.32xlarge,128,256 GiB,7.4163200000
eu-central-2,x2idn.metal,128,2048 GiB,22.7046000000
eu-central-1,i4i.xlarge,4,32 GiB,0.8890000000
ap-northeast-2,r5dn.large,2,16 GiB,0.6790000000
eu-south-1,c6i.8xlarge,32,64 GiB,5.6176000000
ca-central-1,i3en.6xlarge,24,192 GiB,5.8800000000
ap-southeast-1,r5ad.4xlarge,16,128 GiB,7.2720000000
ap-northeast-3,i3.metal,72,512 GiB,6.9380000000
eu-north-1,r6i.metal,128,1024 GiB,8.5760000000
ap-south-1,r3.2xlarge,8,61 GiB,0.8950000000
eu-west-1,d3en.12xlarge,48,192 GiB,26.4662200000
ap-southeast-1,c5n.large,2,5.25 GiB,0.1320000000
ap-southeast-1,x1.16xlarge,64,976 GiB,10.6380000000
us-east-1-bos-1,r5d.4xlarge,16,128 GiB,7.5260000000
us-gov-west-1,m5a.2xlarge,8,32 GiB,0.4650000000
ap-northeast-2,r3.2xlarge,8,61 GiB,1.8400000000
us-east-2,x2iedn.4xlarge,16,512 GiB,3.6679500000
ap-southeast-1,x1.32xlarge,128,1952 GiB,21.5050000000
af-south-1,c6i.large,2,4 GiB,0.1254000000
us-west-2,d3.2xlarge,8,64 GiB,2.0590000000
eu-west-1,m5a.xlarge,4,16 GiB,1.7050000000
ap-southeast-1,c5n.large,2,5.25 GiB,0.2000000000
eu-west-1,r6idn.metal,128,1024 GiB,61.9276800000
ap-northeast-1,c5d.9xlarge,36,72 GiB,2.1960000000
ap-southeast-1-bkk-1,g4dn.2xlarge,8,32 GiB,1.5780000000
eu-central-1,r4.8xlarge,32,244 GiB,3.3568000000
ap-southeast-4,i3en.12xlarge,48,384 GiB,7.3150000000
ap-northeast-2,g3.16xlarge,64,488 GiB,5.6800000000
ap-southeast-2,r5b.24xlarge,96,768 GiB,11.1792000000
us-west-2,h1.4xlarge,16,64 GiB,1.1710000000
ap-east-1,r5d.8xlarge,32,256 GiB,6.8080000000
ap-southeast-2,c5d.xlarge,4,8 GiB,0.2670000000
ap-southeast-1,c6a.4xlarge,16,32 GiB,2.6256000000
eu-west-1,r6i.xlarge,4,32 GiB,0.7902000000
ap-northeast-3,x2iedn.4xlarge,16,512 GiB,5.3190500000
ap-south-1,c6i.8xlarge,32,64 GiB,2.0368000000
eu-central-1,i3.2xlarge,8,61 GiB,1.7040000000
ap-northeast-1,i3en.12xlarge,48,384 GiB,7.1950000000
ap-southeast-1,im4gn.large,2,8 GiB,0.2180400000
us-east-2,t3.small,2,2 GiB,0.0884000000
eu-west-2,m6gd.xlarge,4,16 GiB,0.2096000000
ap-southeast-1,x2iedn.24xlarge,96,3072 GiB,33.5350500000
eu-central-2,r5.xlarge,4,32 GiB,0.8340000000
ap-southeast-1,x1.32xlarge,128,1952 GiB,67.3420000000
ap-northeast-2,c6gd.4xlarge,16,32 GiB,0.7040000000
ap-southeast-1,m5zn.6xlarge,24,96 GiB,11.4780000000
us-gov-west-1,i3en.6xlarge,24,192 GiB,12.4890000000
ap-south-1,c4.2xlarge,8,15 GiB,1.4000000000
eu-central-1-ham-1,c5.12xlarge,48,96 GiB,3.1430000000
us-west-1,t2.medium,2,4 GiB,0.1228000000
us-gov-west-1,r4.large,2,15.25 GiB,0.1596000000
eu-west-1,i4i.8xlarge,32,256 GiB,6.8670000000
eu-south-1,m5a.12xlarge,48,192 GiB,20.4240000000
eu-south-1,i3en.xlarge,4,32 GiB,0.5590000000
ap-southeast-1,c6a.4xlarge,16,32 GiB,2.6961600000
us-east-2,r6idn.large,2,16 GiB,0.2629900000
us-west-2,m6in.4xlarge,16,64 GiB,1.3842400000
ap-southeast-2,m5a.12xlarge,48,192 GiB,2.5920000000
ap-southeast-1,m5a.4xlarge,16,64 GiB,0.9170000000
us-west-2,m6gd.4xlarge,16,64 GiB,0.7232000000
us-east-2,c4.2xlarge,8,15 GiB,3.4400000000
us-east-1,x1.16xlarge,64,976 GiB,14.3490000000
me-central-1,r6i.32xlarge,128,1024 GiB,9.9264000000
sa-east-1,x1.32xlarge,128,1952 GiB,26.0100000000
ap-south-1,c5.2xlarge,8,16 GiB,0.3620000000
us-west-2-lax-1,i3en.metal,96,768 GiB,49.0180000000
eu-west-1,m5d.metal,96,384 GiB,42.0480000000
ap-south-1,t3.xlarge,4,16 GiB,0.1792000000
ap-southeast-1,r3.8xlarge,32,244 GiB,3.7410000000
ap-south-2,c5.4xlarge,16,32 GiB,6.6800000000
us-gov-east-1,r5dn.4xlarge,16,128 GiB,1.9748800000
ap-south-1,r5d.24xlarge,96,768 GiB,8.8700000000
ap-northeast-1,x1.32xlarge,128,1952 GiB,67.3420000000
eu-south-1,c5d.4xlarge,16,32 GiB,6.9670000000
eu-north-1,r5dn.12xlarge,48,384 GiB,5.3140800000
us-east-1,m5n.metal,96,384 GiB,41.7120000000
ap-south-1,r6id.xlarge,4,32 GiB,0.8289200000
ap-southeast-3,r5d.12xlarge,48,384 GiB,4.9870000000
af-south-1,r5n.24xlarge,96,768 GiB,9.5360000000
ap-northeast-2,c5.large,2,4 GiB,0.1640000000
us-west-2-den-1,r5d.8xlarge,32,256 GiB,3.5940000000
us-west-2,g3.8xlarge,32,244 GiB,2.2800000000
eu-central-1,i3en.12xlarge,48,384 GiB,7.2910000000
us-east-1-dfw-1,c5d.12xlarge,48,96 GiB,21.0530000000
us-gov-west-1,i3en.12xlarge,48,384 GiB,12.7370000000
us-west-1,m6a.24xlarge,96,384 GiB,4.8384000000
eu-central-2,r5d.large,2,16 GiB,0.1900000000
us-east-2,i4i.xlarge,4,32 GiB,1.8780000000
us-east-1,c7g.large,2,4 GiB,0.0725000000
ap-southeast-2,r5d.8xlarge,32,256 GiB,2.7840000000
sa-east-1,c5a.2xlarge,8,16 GiB,0.6070000000
me-central-1,m6i.8xlarge,32,128 GiB,14.0715200000
us-west-1,x2iedn.metal,128,4096 GiB,36.8432000000
us-west-2,m6id.12xlarge,48,192 GiB,21.1323600000
ap-east-1,r5d.xlarge,4,32 GiB,1.8500000000
eu-central-1,m6a.8xlarge,32,128 GiB,5.6616000000
ap-southeast-1,m6in.xlarge,4,16 GiB,0.8558000000
ap-northeast-3,r5d.24xlarge,96,768 GiB,9.9740000000
us-gov-west-1,r5.8xlarge,32,256 GiB,6.4010000000
ca-central-1,r5a.8xlarge,32,256 GiB,14.1030000000
af-south-1,r5dn.2xlarge,8,64 GiB,3.9370400000
us-east-1,r6idn.24xlarge,96,768 GiB,9.3787200000
us-west-1,r5n.12xlarge,48,384 GiB,4.3000000000
us-east-1,m6i.24xlarge,96,384 GiB,5.0688000000
ap-southeast-3,x2iedn.metal,128,4096 GiB,54.0420000000
us-west-1,r5n.16xlarge,64,512 GiB,29.4080000000
ap-northeast-1,r3.4xlarge,16,122 GiB,2.0300000000
ap-southeast-1,m5ad.12xlarge,48,192 GiB,21.2860000000
eu-west-2,r5n.metal,96,768 GiB,44.4000000000
eu-west-2,r6i.metal,128,1024 GiB,57.4720000000
us-west-2,r6gd.4xlarge,16,128 GiB,0.9216000000
us-west-1,r5ad.24xlarge,96,768 GiB,43.5360000000
us-east-1,m6in.24xlarge,96,384 GiB,7.3513400000
eu-south-1,i3.2xlarge,8,61 GiB,0.9320000000
eu-central-2,t3.small,2,2 GiB,0.0264000000
us-east-1,m6id.large,2,8 GiB,0.1981200000
eu-central-2,c6in.4xlarge,16,32 GiB,7.1384000000
me-south-1,r6i.12xlarge,48,384 GiB,4.9058400000
eu-central-1,m5n.2xlarge,8,32 GiB,1.5240000000
us-gov-west-1,r6id.metal,128,1024 GiB,11.6288000000
us-east-2,c5a.2xlarge,8,16 GiB,0.3080000000
us-west-1,c5n.9xlarge,36,96 GiB,15.9300000000
eu-west-2,r5b.xlarge,4,32 GiB,0.3500000000
eu-west-1,r5ad.8xlarge,32,256 GiB,6.3180000000
sa-east-1,c5ad.2xlarge,8,16 GiB,3.5900000000
us-east-2,r6i.24xlarge,96,768 GiB,42.6528000000
ap-south-1,c6a.metal,192,384 GiB,7.7328000000
ap-southeast-2,i2.xlarge,4,30.5 GiB,2.5180000000
ap-south-2,r5d.4xlarge,16,128 GiB,7.2080000000
eu-west-2,i4i.2xlarge,8,64 GiB,0.9320000000
us-west-1,c3.8xlarge,32,60 GiB,15.4200000000
eu-west-2-wl1-lon1,t3.xlarge,4,16 GiB,0.3036000000
ap-northeast-2,r5a.24xlarge,96,768 GiB,42.5280000000
ap-southeast-4,t3.xlarge,4,16 GiB,1.7112000000
eu-north-1,x2idn.metal,128,2048 GiB,17.3742000000
us-east-1,r5.8xlarge,32,256 GiB,5.9770000000
af-south-1,c6in.metal,128,256 GiB,9.7574400000
ap-east-1,i4i.32xlarge,128,1024 GiB,16.6656000000
us-gov-west-1,i3.large,2,15.25 GiB,0.2070000000
ap-northeast-2,i3en.3xlarge,12,96 GiB,1.7990000000
us-gov-east-1,r6i.8xlarge,32,256 GiB,14.4160000000
us-west-1,m4.xlarge,4,16 GiB,0.2340000000
us-gov-west-1,c5d.2xlarge,8,16 GiB,0.6270000000
us-west-2,m6i.12xlarge,48,192 GiB,20.5344000000
us-east-1,d2.4xlarge,16,122 GiB,8.7600000000
us-east-1-dfw-1,r5d.xlarge,4,32 GiB,0.3600000000
us-west-2,r5dn.large,2,16 GiB,0.2450000000
us-east-1,r6i.4xlarge,16,128 GiB,3.0288000000
ap-northeast-2,r6id.32xlarge,128,1024 GiB,59.6288000000
ap-southeast-2,x1e.32xlarge,128,3904 GiB,40.8510000000
ap-southeast-2,c5d.18xlarge,72,144 GiB,13.1760000000
ap-south-1,r3.large,2,15.25 GiB,0.6890000000
eu-west-2,z1d.6xlarge,24,192 GiB,3.0420000000
af-south-1,i4i.2xlarge,8,64 GiB,1.8620000000
eu-central-1,m5a.xlarge,4,16 GiB,1.7220000000
us-west-1,m4.xlarge,4,16 GiB,1.7340000000
ap-south-2,m5d.12xlarge,48,192 GiB,8.8640000000
us-gov-west-1,m6i.16xlarge,64,256 GiB,27.8720000000
us-west-2,c6a.4xlarge,16,32 GiB,0.6732000000
eu-central-1,c6i.16xlarge,64,128 GiB,4.1856000000
us-west-1,m6i.4xlarge,16,64 GiB,0.9856000000
eu-west-3,m6i.16xlarge,64,256 GiB,3.5840000000
ap-south-1,m5a.4xlarge,16,64 GiB,6.4720000000
ca-central-1,i3en.12xlarge,48,384 GiB,12.1500000000
ap-southeast-2,c6in.16xlarge,64,128 GiB,12.8913600000
ap-southeast-2,c5a.24xlarge,96,192 GiB,16.3200000000
eu-central-2,r5d.4xlarge,16,128 GiB,3.5340000000
us-gov-east-1,r6i.24xlarge,96,768 GiB,18.7680000000
eu-south-2,m5d.8xlarge,32,128 GiB,5.9770000000
ap-northeast-2,m5d.24xlarge,96,384 GiB,8.2940000000
ap-southeast-3,c6in.16xlarge,64,128 GiB,28.1664000000
eu-west-3,t2.xlarge,4,16 GiB,1.7112000000
eu-central-1,u-6tb1.56xlarge,224,6144 GiB,55.9796000000
eu-west-1,c6i.32xlarge,128,256 GiB,21.1968000000
sa-east-1,m6a.metal,192,768 GiB,36.2592000000
us-east-1,r7g.metal,64,512 GiB,3.4272000000
us-east-2,r5b.12xlarge,48,384 GiB,4.7448000000
ap-southeast-2,i3.4xlarge,16,122 GiB,1.6460000000
eu-west-2,m6gd.xlarge,4,16 GiB,0.2096000000
sa-east-1,m6a.24xlarge,96,384 GiB,43.2705600000
us-gov-west-1,d2.8xlarge,36,244 GiB,6.6240000000
us-west-1,r5n.8xlarge,32,256 GiB,2.8670000000
eu-west-2,r5b.12xlarge,48,384 GiB,5.4312000000
ca-central-1,t2.small,1,2 GiB,0.0932000000
ap-southeast-4,r5d.xlarge,4,32 GiB,0.3690000000
ca-central-1,m5ad.4xlarge,16,64 GiB,6.9200000000
ap-northeast-2,r6i.12xlarge,48,384 GiB,4.0128000000
us-west-1,c5d.9xlarge,36,72 GiB,2.9100000000
us-east-2,m5dn.xlarge,4,16 GiB,0.3400000000
eu-west-2,x1.16xlarge,64,976 GiB,16.9230000000
sa-east-1,r5a.12xlarge,48,384 GiB,22.6050000000
ap-southeast-4,i4i.8xlarge,32,256 GiB,3.6200000000
ap-southeast-2,inf1.xlarge,4,8 GiB,1.8020000000
eu-west-2,r5.8xlarge,32,256 GiB,2.9090000000
eu-south-2,c5d.4xlarge,16,32 GiB,0.9240000000
me-south-1,c5a.16xlarge,64,128 GiB,4.1220000000
us-gov-west-1,m5a.16xlarge,64,256 GiB,27.7160000000
ap-south-1,inf1.24xlarge,96,192 GiB,40.9650000000
ap-southeast-2,t3.2xlarge,8,32 GiB,1.4097000000
us-west-2,t2.medium,2,4 GiB,0.0464000000
us-west-2,m6id.32xlarge,128,512 GiB,22.9536000000
ap-south-1,c6in.4xlarge,16,32 GiB,1.2683200000
us-west-1,m6i.metal,128,512 GiB,9.3312000000
eu-central-1,r5a.4xlarge,16,128 GiB,7.1620000000
eu-south-1,c6in.xlarge,4,8 GiB,0.2979900000
eu-central-1,c5.xlarge,4,8 GiB,0.1940000000
eu-west-1,r6in.12xlarge,48,384 GiB,23.1583000000
us-gov-west-1,r5ad.4xlarge,16,128 GiB,1.2640000000
ap-northeast-2,t3.xlarge,4,16 GiB,1.7200000000
ap-south-1,m5d.4xlarge,16,64 GiB,2.9560000000
us-west-2,m6i.metal,128,512 GiB,8.3072000000
ap-northeast-1,m6idn.metal,128,512 GiB,28.4640000000
ap-northeast-1,c4.xlarge,4,7.5 GiB,1.7770000000
ap-northeast-2,r6i.metal,128,1024 GiB,9.7280000000
ap-northeast-2,r5.2xlarge,8,64 GiB,0.7430000000
eu-central-1,m5ad.12xlarge,48,192 GiB,3.9910000000
ap-northeast-1,i4i.32xlarge,128,1024 GiB,12.8832000000
ap-northeast-2,inf1.6xlarge,24,48 GiB,1.9460000000
us-west-2,c4.4xlarge,16,30 GiB,0.8760000000
ap-south-1,z1d.3xlarge,12,96 GiB,1.4500000000
eu-north-1,i3.metal,72,512 GiB,12.8960000000
ap-south-1,r6i.4xlarge,16,128 GiB,1.4144000000
ap-south-2,r5d.4xlarge,16,128 GiB,3.1280000000
sa-east-1,m5.8xlarge,32,128 GiB,14.4480000000
ap-south-1,m6a.metal,192,768 GiB,8.5776000000
af-south-1,r6i.xlarge,4,32 GiB,1.8360000000
eu-west-1,c7g.12xlarge,48,96 GiB,1.8605000000
us-west-1,c6i.2xlarge,8,16 GiB,0.6016000000
ap-northeast-3,m5.12xlarge,48,192 GiB,20.9760000000
us-west-2,r6idn.xlarge,4,32 GiB,0.9098600000
eu-west-3,g4dn.8xlarge,32,128 GiB,2.6970000000
ap-southeast-2,r5b.xlarge,4,32 GiB,0.8420000000
ap-southeast-1,m6a.24xlarge,96,384 GiB,7.3248000000
ap-northeast-1,m6a.16xlarge,64,256 GiB,5.0099200000
us-west-2,m5n.16xlarge,64,256 GiB,11.4880000000
us-east-1-atl-1,t3.medium,2,4 GiB,0.0520000000
eu-west-1,x1e.4xlarge,16,488 GiB,4.6700000000
us-west-2,r5ad.24xlarge,96,768 GiB,42.2880000000
ap-southeast-2,r5dn.metal,96,768 GiB,9.7920000000
ap-southeast-2,m6id.8xlarge,32,128 GiB,14.6241600000
ap-east-1,m5.xlarge,4,16 GiB,0.3320000000
eu-west-1,m4.10xlarge,40,160 GiB,7.0200000000
eu-west-1,c5d.9xlarge,36,72 GiB,6.2820000000
me-central-1,i3en.6xlarge,24,192 GiB,3.9200000000
eu-central-1,i4i.32xlarge,128,1024 GiB,61.0944000000
ap-northeast-2,r5a.24xlarge,96,768 GiB,18.0480000000
ap-east-1,i4i.16xlarge,64,512 GiB,14.9310000000
eu-west-3,m6i.24xlarge,96,384 GiB,5.3760000000
ap-southeast-1,c6gn.4xlarge,16,32 GiB,0.8712000000
me-south-1,i3en.12xlarge,48,384 GiB,7.8120000000
eu-west-3,is4gen.4xlarge,16,96 GiB,2.6826100000
sa-east-1,m4.2xlarge,8,32 GiB,3.6996000000
eu-west-1,r5n.metal,96,768 GiB,8.0160000000
eu-south-1,t4g.large,2,8 GiB,0.0768000000
us-east-2,r5b.large,2,16 GiB,0.1490000000
us-west-2,r4.16xlarge,64,488 GiB,11.9360000000
us-east-2,m5.metal,96,384 GiB,6.2300000000
eu-south-1,r5d.16xlarge,64,512 GiB,5.6990000000
ap-northeast-1,r6in.xlarge,4,32 GiB,0.4235400000
us-east-1,r6gd.2xlarge,8,64 GiB,0.4884000000
ap-northeast-1,x2iedn.2xlarge,8,256 GiB,2.5528300000
ap-southeast-1,c6a.xlarge,4,8 GiB,0.2616400000
ap-southeast-2,c7g.16xlarge,64,128 GiB,3.0195000000
sa-east-1,t4g.micro,2,1 GiB,0.0134000000
eu-south-2,m5d.8xlarge,32,128 GiB,2.0160000000
eu-west-1,r5.8xlarge,32,256 GiB,6.0960000000
us-gov-east-1,r6i.2xlarge,8,64 GiB,1.5640000000
ap-southeast-2,m5a.2xlarge,8,32 GiB,1.3920000000
ap-northeast-3,m4.2xlarge,8,32 GiB,0.5676000000
ap-southeast-1,z1d.metal,48,384 GiB,6.2350000000
us-gov-west-1,r5a.8xlarge,32,256 GiB,6.1470000000
us-east-1-atl-1,c5d.2xlarge,8,16 GiB,0.6150000000
sa-east-1,t3.2xlarge,8,32 GiB,0.5670000000
sa-east-1,m6i.24xlarge,96,384 GiB,8.9664000000
us-gov-west-1,r6in.8xlarge,32,256 GiB,3.6859700000
eu-north-1,c5n.2xlarge,8,21 GiB,3.4920000000
eu-central-1,c6gn.xlarge,4,8 GiB,0.2169200000
ap-south-1,d3.2xlarge,8,64 GiB,2.1120000000
sa-east-1,c4.2xlarge,8,15 GiB,3.6200000000
us-east-1,m5n.16xlarge,64,256 GiB,4.0380000000
ap-southeast-2,c6id.16xlarge,64,128 GiB,28.2336000000
ap-east-1,c5a.12xlarge,48,96 GiB,8.3210000000
us-gov-west-1,c5a.24xlarge,96,192 GiB,15.9360000000
ap-southeast-4,m5d.xlarge,4,16 GiB,0.3690000000
ca-central-1,m5.4xlarge,16,64 GiB,0.9080000000
us-west-1,i4i.32xlarge,128,1024 GiB,60.1088000000
us-east-1,m4.large,2,8 GiB,0.5800000000
sa-east-1,m6i.12xlarge,48,192 GiB,4.0392000000
ap-southeast-1,i3en.xlarge,4,32 GiB,0.6450000000
us-east-2,r5a.16xlarge,64,512 GiB,11.5130000000
ca-central-1,r5ad.4xlarge,16,128 GiB,1.4220000000
ap-southeast-3,i3en.6xlarge,24,192 GiB,6.1320000000
af-south-1,c5n.xlarge,4,10.5 GiB,1.7900000000
sa-east-1,c5a.16xlarge,64,128 GiB,3.7760000000
ap-southeast-2,m5ad.2xlarge,8,32 GiB,3.5200000000
eu-north-1,t3.2xlarge,8,32 GiB,0.3456000000
sa-east-1,c6in.8xlarge,32,64 GiB,3.3296000000
us-east-1,i2.xlarge,4,30.5 GiB,0.9380000000
eu-south-1,c6in.16xlarge,64,128 GiB,12.4478400000
eu-west-1,c5d.18xlarge,72,144 GiB,30.9240000000
us-east-2,m6a.8xlarge,32,128 GiB,13.3824000000
eu-west-1,c5d.metal,96,192 GiB,6.8540000000
eu-central-1,c6a.48xlarge,192,384 GiB,31.4208000000
us-east-1,r3.xlarge,4,30.5 GiB,1.8650000000
eu-west-2,r4.xlarge,4,30.5 GiB,1.8432000000
af-south-1,inf1.24xlarge,96,192 GiB,7.8720000000
af-south-1,r5n.metal,96,768 GiB,21.0560000000
ap-east-1,c6i.2xlarge,8,16 GiB,0.4752000000
eu-west-2,i4i.xlarge,4,32 GiB,1.9380000000
us-gov-west-1,r6idn.2xlarge,8,64 GiB,1.0347500000
ap-southeast-1,x2iedn.4xlarge,16,512 GiB,10.8352500000
us-west-2-sea-1,r5d.2xlarge,8,64 GiB,3.7630000000
eu-central-1,c6a.32xlarge,128,256 GiB,7.7504000000
ap-southeast-1,i3en.24xlarge,96,768 GiB,13.0080000000
us-west-1,c5d.2xlarge,8,16 GiB,1.4710000000
eu-central-1,g4dn.metal,96,384 GiB,9.7800000000
ap-southeast-1,r3.xlarge,4,30.5 GiB,0.8800000000
us-east-1-mci-1,c5d.2xlarge,8,16 GiB,3.5090000000
eu-central-1,c5a.4xlarge,16,32 GiB,6.6960000000
sa-east-1,r5n.12xlarge,48,384 GiB,5.6640000000
eu-west-1,h1.2xlarge,8,32 GiB,3.5190000000
ap-northeast-1,r6idn.16xlarge,64,512 GiB,31.6003200000
ap-northeast-2,m5.xlarge,4,16 GiB,0.2360000000
